study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	0.5	hr		7.914620597312966e-05	46.7747997615283	0.00019099745484891202	7.797438442501714e-05	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	0.75	hr		0.00020902394073942125	92.2663020468821	0.00024716951768390593	0.00010090653304923213	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	1.0	hr		0.0004963843333667115				unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	1.5	hr		0.0009029258705050119	309.760923473046	0.000337019935800037	0.00013758781264260666	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	2.0	hr		0.0010862357655208599	345.218469460932	0.00017975060107197952	7.33828755974874e-05	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	3.0	hr		0.0013412727486587807	424.785505067523	0.00020972147579391098	8.561843396642258e-05	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	4.0	hr		0.0011498870803732784	365.534358070452	0.0001909974548489073	7.797438442501513e-05	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	5.0	hr		0.0008193644731261438	252.573723182733	7.116372080092879e-05	2.905246736002688e-05	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	6.0	hr		0.0006234076124238529	192.870473573705	5.9916867023993284e-05	2.4460958532495804e-05	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	8.0	hr		0.00036600884653725904	115.334119598745	5.243969985592476e-05	2.140841781861942e-05	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	12.0	hr		0.0002104918014154787	68.1249297977311	4.493765026799564e-05	1.834571889937219e-05	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	18.0	hr		9.679608780461338e-05	33.3674624363859	3.7448041889995634e-05	1.528809908280988e-05	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	24.0	hr		1.8273160289582062e-05	9.53757225433526	3.371567891092644e-05	1.3764368277214242e-05	unit possibly false; µg/ml → ng/ml; likely SE, not SD	mole/meter^3	ng/ml
