study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Heise2015	all	22	NA	species	22	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Heise2015	all	22	NA	sex	15	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Heise2015	all	22	NA	sex	7	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Heise2015	all	22	NA	age	22	NA	NA	54.0	NA	8.1	NA	20.0	65.0	yr	NA
Heise2015	all	22	NA	healthy	22	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Heise2015	all	22	NA	disease	22	NA	t2dm	NA	NA	NA	NA	NA	NA	NA	NA
Heise2015	all	22	NA	bmi	22	NA	NA	27.1	NA	3.7	NA	20.0	35.0	kg/m^2	NA
Heise2015	all	22	NA	medication	22	metformin	Y	NA	NA	NA	NA	NA	NA	NA	NA
Heise2015	all	22	NA	concentration	22	glucose	NA	NA	NA	NA	NA	240.0	NA	mg/dl	NA
Heise2015	all	22	NA	gfr	22	NA	NA	NA	NA	NA	NA	60.0	NA	ml/min/(1.73*m^2)	NA
Heise2015	all	22	NA	blood pressure systolic	22	NA	NA	NA	NA	NA	NA	90.0	159.0	mmHg	NA
Heise2015	all	22	NA	blood pressure diastolic	22	NA	NA	NA	NA	NA	NA	60.0	99.0	mmHg	NA
Heise2015	all	22	NA	hba1c	22	NA	NA	NA	NA	NA	NA	6.5	10.0	percent	NA
